Project,Package,Class,MethodSignature,OuterClass,AccessModifier,IsStatic,IsFinal,ATFD,CA,CAM,CBO,CBOMZ,CE,CYCLO,DAM,DIT,LCOM,LD,LOC_C,LOC_M,MFA,MOA,MRD,NOAIT_C,NOAM,NOASIT_C,NOAU,NOBU,NOC,NOCT,NODT_C,NODV_C,NOECU_C,NOEET,NOET,NOFS_C,NOIS_C,NOL_C,NOL_M,NOM,NOMM,NOMR_C,NOMR_M,NONT,NOPA,NOPT,NOPV,NORT,NPM,Nono_C,RFC,ALU,WMC,WMCNAMM,WOC
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,importStaticTypeSpec(String),,private,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,annotationIsNestedClass(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,topOfFileComment(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,skipJavaLangImportsWithConflictingClassLast(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,emptyLinesInTopOfFileComment(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,conflictingImports(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,conflictingAnnotation(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,conflictingAnnotationReferencedClass(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,packageClassConflictsWithSuperlass(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,importStaticUsingWildcards(),,public,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,defaultPackage(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,defaultPackageTypesAreNotImported(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,,,public,false,true,,,,,,,,,,,0,192,,,,0,70,0,0,0,0,,30,0,34,0,0,0,0,0,0,,31,0,0,,0,0,0,0,0,30,0,,false,31,31,1
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,nestedClassAndSuperclassShareName(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,packageClassConflictsWithNestedClass(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,importStaticNone(),,public,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,importStaticTwice(),,public,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,noImports(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,classAndSuperclassShareName(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,JavaFileTest,superclassReferencesSelf(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nullFieldsAddition(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,typeFromUnsupportedType(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,toString(TypeSpec),,private,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nativeMethods(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,annotationDeclarationToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,annotatedField(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,arrayType(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,enumWithAnnotatedValues(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nameFromMethod(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,multipleTypeVariableAddition(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,equalsAndHashCode(),,public,false,false,,,,,,,1,,,,,,18,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,doubleFieldInitialization(),,public,false,false,,,,,,,3,,,,,,12,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nameFromCharSequence(),,public,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
