"LD.x","LOC_C.x","MRD.x","NOAIT_C.x","NOAM.x","NOASIT_C.x","NOAU.x","NOBU.x","NOCT.x","NODT_C.x","NODV_C.x","NOECU_C.x","NOEET.x","NOET.x","NOFS_C.x","NOIS_C.x","NOL_C.x","NOM.x","NOMM.x","NOMR_C.x","NONT.x","NOPA.x","NOPT.x","NOPV.x","NORT.x","NPM.x","Nono_C.x","ALU.x","WMC.x","WMCNAMM.x","WOC.x","MAX_CYCLO.x","MIN_CYCLO.x","MEAN_CYCLO.x","LD.y","LOC_C.y","MRD.y","NOAIT_C.y","NOAM.y","NOASIT_C.y","NOAU.y","NOBU.y","NOCT.y","NODT_C.y","NODV_C.y","NOECU_C.y","NOEET.y","NOET.y","NOFS_C.y","NOIS_C.y","NOL_C.y","NOM.y","NOMM.y","NOMR_C.y","NONT.y","NOPA.y","NOPT.y","NOPV.y","NORT.y","NPM.y","Nono_C.y","ALU.y","WMC.y","WMCNAMM.y","WOC.y","MAX_CYCLO.y","MIN_CYCLO.y","MEAN_CYCLO.y","goodTest"
0,118,0,0,0,0,0,0,0,0,16,0,0,0,0,6,0,13,0,0,0,0,0,2,0,4,1,"false",22,22,1,4,1,1.64285714285714,0,132,0,2,3,0,0,1,10,0,8,0,0,0,0,0,0,18,0,0,0,0,0,2,0,11,2,"false",21,18,0.833333333333333,2,1,1.16666666666667,1
0.277777777777778,360,0,0,1,0,0,0,0,0,43,0,0,0,0,42,1,22,0,0,0,0,0,12,0,7,11,"false",82,81,0.954545454545455,3,1,2,0,293,0,0,0,0,0,1,45,0,1,0,0,0,0,2,0,47,0,0,0,0,0,0,0,46,1,"false",49,49,1,2,1,1.04255319148936,1
0,184,0,0,0,0,0,0,0,0,36,0,0,0,6,8,0,11,0,0,0,0,0,6,0,6,6,"false",29,29,1,7,1,2.38461538461538,0,132,0,120,0,0,0,0,6,0,13,0,0,0,1,1,0,7,0,0,0,0,0,1,0,6,8,"false",11,11,1,3,1,1.57142857142857,1
0,184,0,0,0,0,0,0,0,0,36,0,0,0,6,8,0,11,0,0,0,0,0,6,0,6,6,"false",29,29,1,7,1,2.38461538461538,0,132,0,120,0,0,0,0,6,0,13,0,0,0,1,1,0,7,0,0,0,0,0,1,0,6,8,"false",11,11,1,3,1,1.57142857142857,1
0,184,0,0,0,0,0,0,0,0,36,0,0,0,6,8,0,11,0,0,0,0,0,6,0,6,6,"false",29,29,1,7,1,2.38461538461538,0,132,0,120,0,0,0,0,6,0,13,0,0,0,1,1,0,7,0,0,0,0,0,1,0,6,8,"false",11,11,1,3,1,1.57142857142857,1
0,117,0,0,1,0,0,0,0,0,22,0,0,0,0,18,0,6,0,0,0,0,0,1,0,4,2,"false",26,25,0.833333333333333,10,1,3.85714285714286,0,142,0,0,2,0,0,1,11,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,13,3,"false",15,13,0.866666666666667,1,1,1,0
0.75187969924812,133,0.75187969924812,0,2,0,0,0,0,0,7,0,0,0,0,1,1,29,0,1,0,1,0,0,0,17,2,"false",31,29,0.931034482758621,1,1,1,0,17,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,"false",2,2,1,1,1,1,0
0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,"false",4,4,1,1,1,1,0,90,0,24,0,0,0,1,10,0,20,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,12,"false",12,12,1,2,1,1.09090909090909,0
0,57,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,4,0,0,0,0,0,5,0,3,0,"false",11,11,1,6,1,2.4,0,88,0,0,1,0,0,1,5,0,1,0,0,0,0,1,0,9,0,0,0,0,0,1,0,6,3,"false",10,9,0.888888888888889,2,1,1.11111111111111,1
0,320,0,0,1,0,0,0,0,0,64,0,0,0,0,26,0,22,0,0,0,0,0,9,0,6,28,"false",74,73,0.954545454545455,19,1,3.61111111111111,0,585,0,133,0,0,0,1,96,0,52,0,0,0,0,0,0,99,0,0,0,0,0,4,0,97,2,"false",99,99,1,1,1,1,0
0,320,0,0,1,0,0,0,0,0,64,0,0,0,0,26,0,22,0,0,0,0,0,9,0,6,28,"false",74,73,0.954545454545455,19,1,3.61111111111111,0,585,0,133,0,0,0,1,96,0,52,0,0,0,0,0,0,99,0,0,0,0,0,4,0,97,2,"false",99,99,1,1,1,1,0
0,60,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,3,0,0,0,0,0,1,0,3,0,"false",15,15,1,13,1,4,0,55,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,"false",6,6,1,1,1,1,1
0,60,0,0,0,0,0,0,0,0,7,0,0,0,0,8,0,3,0,0,0,0,0,1,0,3,0,"false",15,15,1,13,1,4,0,55,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,1,"false",6,6,1,1,1,1,1
0,229,0,0,0,0,0,0,0,0,39,0,0,0,1,23,0,12,0,0,0,0,0,3,0,4,7,"false",45,45,1,11,1,3.41666666666667,0,341,0,356,3,0,0,1,20,0,106,0,0,0,0,0,0,25,0,0,0,0,0,0,0,21,3,"false",25,22,0.88,1,1,1,0
0,68,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,5,0,0,0,0,0,3,0,5,7,"false",13,13,1,6,1,2.25,0,63,0,0,1,0,0,1,5,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,1,"false",9,8,0.888888888888889,1,1,1,1
0,218,0,0,2,0,0,0,0,0,29,0,0,0,0,14,0,16,2,0,0,0,0,8,0,6,7,"false",35,29,0.75,6,1,2.18181818181818,0,147,0,0,0,0,0,1,22,0,2,0,0,0,0,0,0,25,0,0,0,0,0,1,0,23,1,"false",25,25,1,1,1,1,1
0,218,0,0,2,0,0,0,0,0,29,0,0,0,0,14,0,16,2,0,0,0,0,8,0,6,7,"false",35,29,0.75,6,1,2.18181818181818,0,147,0,0,0,0,0,1,22,0,2,0,0,0,0,0,0,25,0,0,0,0,0,1,0,23,1,"false",25,25,1,1,1,1,1
0,81,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,7,0,0,0,0,0,3,0,3,0,"false",12,12,1,4,1,1.625,0,75,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,1,"false",12,12,1,1,1,1,1
0,81,0,0,0,0,0,0,0,0,15,0,0,0,0,5,0,7,0,0,0,0,0,3,0,3,0,"false",12,12,1,4,1,1.625,0,75,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,11,1,"false",12,12,1,1,1,1,1
0,508,0,0,3,0,0,0,0,0,73,0,0,0,0,51,0,50,1,0,0,0,0,7,0,6,20,"false",118,114,0.92,19,1,4.44444444444444,0,973,0,140,3,0,0,1,128,0,101,0,0,0,0,4,0,146,0,0,0,0,0,1,0,136,9,"false",152,149,0.979452054794521,4,1,1.04137931034483,0
0,501,0,0,1,0,0,0,0,0,112,0,0,0,3,43,0,20,1,0,0,1,0,9,0,6,11,"false",80,78,0.9,19,1,4.26315789473684,0.212314225053079,471,0,44,2,0,0,1,50,0,40,0,0,0,0,3,1,59,0,0,0,0,0,2,0,51,3,"false",65,62,0.966101694915254,4,1,1.10169491525424,1
0,501,0,0,1,0,0,0,0,0,112,0,0,0,3,43,0,20,1,0,0,1,0,9,0,6,11,"false",80,78,0.9,19,1,4.26315789473684,0.212314225053079,471,0,44,2,0,0,1,50,0,40,0,0,0,0,3,1,59,0,0,0,0,0,2,0,51,3,"false",65,62,0.966101694915254,4,1,1.10169491525424,1
0,501,0,0,1,0,0,0,0,0,112,0,0,0,3,43,0,20,1,0,0,1,0,9,0,6,11,"false",80,78,0.9,19,1,4.26315789473684,0.212314225053079,471,0,44,2,0,0,1,50,0,40,0,0,0,0,3,1,59,0,0,0,0,0,2,0,51,3,"false",65,62,0.966101694915254,4,1,1.10169491525424,1
0,501,0,0,1,0,0,0,0,0,112,0,0,0,3,43,0,20,1,0,0,1,0,9,0,6,11,"false",80,78,0.9,19,1,4.26315789473684,0.212314225053079,471,0,44,2,0,0,1,50,0,40,0,0,0,0,3,1,59,0,0,0,0,0,2,0,51,3,"false",65,62,0.966101694915254,4,1,1.10169491525424,1
0,290,0,0,0,0,0,0,0,0,62,0,0,0,1,24,0,14,0,0,0,0,0,12,0,3,1,"false",47,47,1,8,1,3.26666666666667,0,270,0,38,3,0,0,1,41,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,43,2,"false",47,44,0.936170212765957,1,1,1,0
0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,0,0,2,0,4,0,"false",7,7,1,3,1,1.6,0,73,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1,"false",9,8,0.888888888888889,1,1,1,1
0,40,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,0,0,0,0,0,2,0,4,0,"false",7,7,1,3,1,1.6,0,73,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,1,"false",9,8,0.888888888888889,1,1,1,1
0,267,0,0,0,0,0,0,0,0,59,0,0,0,0,28,0,15,0,0,0,0,0,7,0,3,12,"false",56,56,1,8,1,3.375,0,109,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,17,1,"false",19,18,0.947368421052632,1,1,1,1
0,125,0,0,0,0,0,0,0,0,10,0,0,0,2,15,0,6,0,0,0,0,0,0,0,0,0,"false",39,39,1,20,3,6.5,0,120,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,2,"false",13,13,1,1,1,1,1
0,125,0,0,0,0,0,0,0,0,10,0,0,0,2,15,0,6,0,0,0,0,0,0,0,0,0,"false",39,39,1,20,3,6.5,0,120,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,12,2,"false",13,13,1,1,1,1,1
0,352,0,0,2,0,0,0,0,0,61,0,0,0,4,34,0,21,0,0,0,0,0,9,0,3,15,"false",66,64,0.904761904761905,9,1,3,1.07913669064748,278,0,3,0,0,0,1,44,0,8,0,0,0,0,1,3,51,0,0,0,0,0,0,0,46,1,"false",52,52,1,2,1,1.01960784313725,1
0,352,0,0,2,0,0,0,0,0,61,0,0,0,4,34,0,21,0,0,0,0,0,9,0,3,15,"false",66,64,0.904761904761905,9,1,3,1.07913669064748,278,0,3,0,0,0,1,44,0,8,0,0,0,0,1,3,51,0,0,0,0,0,0,0,46,1,"false",52,52,1,2,1,1.01960784313725,1
0,352,0,0,2,0,0,0,0,0,61,0,0,0,4,34,0,21,0,0,0,0,0,9,0,3,15,"false",66,64,0.904761904761905,9,1,3,1.07913669064748,278,0,3,0,0,0,1,44,0,8,0,0,0,0,1,3,51,0,0,0,0,0,0,0,46,1,"false",52,52,1,2,1,1.01960784313725,1
0,313,0,0,5,0,0,0,0,0,50,0,0,0,0,26,0,25,0,0,0,0,0,7,0,14,9,"false",56,51,0.8,7,1,2.75,0,167,0,0,1,0,0,1,20,0,18,0,0,0,1,1,0,25,0,0,0,0,0,5,0,21,3,"false",27,26,0.96,3,1,1.08,0
0,85,0,0,0,0,0,0,0,0,10,0,0,0,2,6,0,5,0,0,0,0,0,2,0,2,2,"false",18,18,1,7,1,3.33333333333333,1.42857142857143,70,0,28,0,0,0,0,5,0,2,0,0,0,0,0,1,8,0,0,0,0,0,1,0,5,1,"false",8,8,1,1,1,1,1
0,85,0,0,0,0,0,0,0,0,10,0,0,0,2,6,0,5,0,0,0,0,0,2,0,2,2,"false",18,18,1,7,1,3.33333333333333,1.42857142857143,70,0,28,0,0,0,0,5,0,2,0,0,0,0,0,1,8,0,0,0,0,0,1,0,5,1,"false",8,8,1,1,1,1,1
0,44,0,0,1,0,0,0,0,0,6,0,0,0,1,4,0,4,0,0,0,0,0,3,0,3,1,"false",9,8,0.75,5,1,2,0,146,0,26,0,0,0,1,23,0,3,0,0,0,0,0,0,26,0,0,0,0,0,2,0,24,1,"false",26,26,1,1,1,1,1
0,42,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,3,0,0,0,0,0,0,0,2,1,"false",8,8,1,4,1,2.66666666666667,0,56,0,11,2,0,0,0,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,1,"false",10,8,0.8,1,1,1,1
0,83,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,5,0,0,0,1,0,1,0,4,2,"false",33,33,1,16,1,4.75,0,106,0,0,1,0,0,1,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,10,1,"false",15,14,0.933333333333333,1,1,1,1
0,35,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,2,0,0,0,0,0,1,0,1,3,"false",8,8,1,5,1,3,0,218,0,4,0,0,0,1,20,0,6,0,0,0,0,2,0,27,0,0,0,0,0,2,0,24,4,"false",31,31,1,3,1,1.08,1
0,145,0,0,0,0,0,0,0,0,14,0,0,0,0,24,0,6,0,0,0,0,0,1,0,3,0,"false",39,39,1,26,1,5.71428571428571,0,423,0,180,1,0,0,0,44,0,54,0,0,0,0,1,0,51,0,0,0,0,0,1,0,46,5,"false",54,53,0.980392156862745,4,1,1.06122448979592,0
0,152,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,10,0,0,0,0,0,4,0,5,6,"false",34,34,1,1,1,1,0,237,0,0,1,0,0,0,41,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,41,1,"false",44,43,0.977272727272727,1,1,1,1
0,152,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,10,0,0,0,0,0,4,0,5,6,"false",34,34,1,1,1,1,0,237,0,0,1,0,0,0,41,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,41,1,"false",44,43,0.977272727272727,1,1,1,1
0,72,0,0,3,0,0,0,0,0,8,0,0,0,0,1,0,9,0,0,0,0,0,5,0,0,1,"false",10,7,0.666666666666667,1,1,1,0,42,0,6,0,0,0,0,1,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,3,"false",5,5,1,1,1,1,1
0,257,0,0,0,0,0,0,0,0,56,0,0,0,5,29,0,11,0,0,0,2,0,3,0,3,12,"false",54,54,1,1,1,1,0,278,0,0,0,0,0,1,44,0,2,0,0,0,0,0,0,48,0,0,0,0,0,2,0,45,1,"false",48,48,1,1,1,1,1
0,167,0,0,2,0,0,0,0,0,16,0,0,0,1,22,0,16,0,0,0,0,0,1,0,4,2,"false",40,38,0.875,4,1,1.92307692307692,0,241,0,0,0,0,0,1,42,0,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,43,1,"false",45,45,1,1,1,1,1
0,167,0,0,2,0,0,0,0,0,16,0,0,0,1,22,0,16,0,0,0,0,0,1,0,4,2,"false",40,38,0.875,4,1,1.92307692307692,0,241,0,0,0,0,0,1,42,0,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,43,1,"false",45,45,1,1,1,1,1
0,430,0,0,0,0,0,0,0,0,76,0,0,0,4,55,0,28,0,0,0,0,0,7,0,4,11,"false",96,96,1,4,1,1.75,0,945,0,0,0,0,0,1,168,0,11,0,0,0,0,0,0,171,0,0,0,0,0,2,0,170,1,"false",172,172,1,2,1,1.00584795321637,1
0,430,0,0,0,0,0,0,0,0,76,0,0,0,4,55,0,28,0,0,0,0,0,7,0,4,11,"false",96,96,1,4,1,1.75,0,945,0,0,0,0,0,1,168,0,11,0,0,0,0,0,0,171,0,0,0,0,0,2,0,170,1,"false",172,172,1,2,1,1.00584795321637,1
0,35,0,1,0,0,0,0,0,0,2,0,0,0,0,3,0,4,0,0,0,0,0,1,0,2,0,"false",7,7,1,2,1,1.6,0,30,0,5,0,0,0,0,3,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,1,"false",5,5,1,1,1,1,1
1.08695652173913,92,0,0,0,0,0,0,0,0,14,0,0,0,0,10,1,8,0,0,0,0,0,1,0,1,1,"false",21,21,1,7,1,2.44444444444444,0,46,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,1,"false",8,8,1,1,1,1,1
0,323,0,0,1,0,0,0,0,0,54,0,0,0,0,38,0,14,0,0,0,0,0,3,0,4,13,"false",60,59,0.928571428571429,2,1,1.5,0,87,0,0,1,0,0,1,11,0,1,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,1,"false",16,15,0.9375,1,1,1,1
0,35,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0,0,0,0,0,1,0,1,0,"false",7,7,1,3,1,1.6,0,30,0,4,1,0,0,0,2,0,2,0,0,0,0,0,0,4,1,0,0,0,0,2,0,2,1,"false",4,2,0.5,1,1,1,1
0,44,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,2,0,1,0,"false",9,9,1,3,1,1.8,0,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,"false",3,3,1,1,1,1,1
0,44,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,5,0,0,0,0,0,2,0,1,0,"false",9,9,1,3,1,1.8,0,30,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,"false",3,3,1,1,1,1,1
0,58,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,6,0,0,0,0,0,2,0,2,1,"false",10,10,1,2,1,1.57142857142857,0,28,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,"false",4,4,1,1,1,1,1
0,1885,0,0,11,0,0,0,0,0,180,0,0,0,1,252,0,88,3,0,0,1,0,17,0,5,17,"false",463,449,0.840909090909091,193,1,5.23595505617978,0,4259,0,970,0,0,0,1,709,0,286,0,0,0,0,5,0,730,0,0,0,0,0,5,0,710,12,"false",737,737,1,5,1,1.00958904109589,1
0,73,0,0,1,0,0,0,0,0,11,0,0,0,0,3,0,5,0,0,0,0,0,5,0,4,8,"false",9,8,0.8,4,1,1.75,0,115,0,63,0,0,0,1,10,0,7,0,0,0,0,0,0,14,0,0,0,0,0,1,0,11,11,"false",17,17,1,2,1,1.21428571428571,1
0,502,0,0,18,0,0,0,0,0,40,0,0,0,1,35,0,44,5,0,0,0,0,22,0,34,6,"false",95,72,0.477272727272727,6,1,1.8,0,29,0,16,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,"false",3,3,1,1,1,1,0
0,155,0,0,0,0,0,0,0,0,28,0,0,0,0,8,0,8,0,0,0,0,0,7,0,4,3,"false",28,28,1,8,1,3.22222222222222,0,145,0,2,3,0,0,1,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2,"false",16,13,0.8125,1,1,1,1
0,155,0,0,0,0,0,0,0,0,28,0,0,0,0,8,0,8,0,0,0,0,0,7,0,4,3,"false",28,28,1,8,1,3.22222222222222,0,145,0,2,3,0,0,1,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2,"false",16,13,0.8125,1,1,1,1
0,155,0,0,0,0,0,0,0,0,28,0,0,0,0,8,0,8,0,0,0,0,0,7,0,4,3,"false",28,28,1,8,1,3.22222222222222,0,145,0,2,3,0,0,1,11,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,12,2,"false",16,13,0.8125,1,1,1,1
2.60869565217391,115,0,0,0,0,0,0,0,0,11,0,0,0,0,10,3,10,0,0,0,0,0,5,0,3,0,"false",25,25,1,8,1,2.36363636363636,0,117,0,0,1,0,0,1,7,0,3,0,0,0,0,0,0,11,0,0,0,0,0,2,0,8,1,"false",11,10,0.909090909090909,1,1,1,0
0,27,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,2,0,2,1,"false",3,2,0.5,2,1,1.33333333333333,0,31,0,6,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,11,"false",3,3,1,2,1,1.5,1
0,237,0,0,3,0,0,0,0,0,41,0,0,0,0,7,0,21,0,0,0,0,0,6,0,2,15,"false",52,48,0.857142857142857,7,1,3.5,0,78,0,7,0,0,0,0,6,0,15,0,0,0,0,2,0,9,0,0,0,0,0,0,0,6,5,"false",11,11,1,3,1,1.22222222222222,1
0,237,0,0,3,0,0,0,0,0,41,0,0,0,0,7,0,21,0,0,0,0,0,6,0,2,15,"false",52,48,0.857142857142857,7,1,3.5,0,78,0,7,0,0,0,0,6,0,15,0,0,0,0,2,0,9,0,0,0,0,0,0,0,6,5,"false",11,11,1,3,1,1.22222222222222,1
0,234,1.28205128205128,0,5,0,0,0,0,0,25,0,0,0,0,8,0,25,1,3,0,7,0,7,0,21,9,"false",36,29,0.76,5,1,1.78571428571429,0.37037037037037,270,0,161,0,0,0,0,20,0,27,0,0,0,0,1,1,24,0,0,0,0,0,1,0,21,35,"false",28,28,1,2,1,1.1304347826087,0
0,335,0,0,6,0,0,0,0,0,39,0,0,0,2,35,0,19,0,0,0,0,0,5,0,7,14,"false",88,82,0.68421052631579,42,1,5.61538461538461,0,224,0,80,0,0,0,0,23,0,15,0,0,0,0,3,0,27,0,0,0,1,0,3,0,24,7,"false",30,30,1,1,1,1,0
0,277,0,0,6,0,0,0,0,0,33,0,0,0,1,26,0,24,1,0,0,0,0,13,0,8,3,"false",53,44,0.708333333333333,7,1,2.16,0,128,0,17,0,0,0,1,7,0,28,0,0,0,0,0,0,14,2,0,0,0,0,4,0,11,16,"false",14,12,0.857142857142857,1,1,1,0
0,157,0,0,4,0,0,0,0,0,15,0,0,0,0,15,0,12,0,0,0,0,0,5,0,6,8,"false",28,23,0.666666666666667,1,1,1,0,129,0,6,0,0,0,0,19,0,10,0,0,0,1,1,0,21,0,0,0,0,0,0,0,19,4,"false",25,25,1,5,1,1.19047619047619,0
0,183,0,0,2,0,0,0,0,0,34,0,0,0,2,21,0,10,0,0,0,0,0,7,0,5,2,"false",36,34,0.8,9,1,3.16666666666667,0,155,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,25,1,"false",26,26,1,1,1,1,1
0,183,0,0,2,0,0,0,0,0,34,0,0,0,2,21,0,10,0,0,0,0,0,7,0,5,2,"false",36,34,0.8,9,1,3.16666666666667,0,155,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,25,1,"false",26,26,1,1,1,1,1
0,183,0,0,2,0,0,0,0,0,34,0,0,0,2,21,0,10,0,0,0,0,0,7,0,5,2,"false",36,34,0.8,9,1,3.16666666666667,0,155,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,25,1,"false",26,26,1,1,1,1,1
0,183,0,0,2,0,0,0,0,0,34,0,0,0,2,21,0,10,0,0,0,0,0,7,0,5,2,"false",36,34,0.8,9,1,3.16666666666667,0,155,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,25,1,"false",26,26,1,1,1,1,1
0,75,0,0,0,0,0,0,0,0,8,0,0,0,0,11,0,6,0,0,0,0,0,2,0,4,2,"false",18,18,1,7,1,2.71428571428571,0,53,0,72,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"false",3,3,1,1,1,1,1
0,679,0,0,0,0,0,0,0,0,131,0,0,0,2,77,0,32,0,0,0,0,0,2,0,2,5,"false",142,142,1,20,1,4.4375,0,638,0,0,1,0,0,1,65,0,2,0,0,0,0,0,0,70,0,0,0,0,0,1,0,66,2,"false",70,69,0.985714285714286,1,1,1,1
0,679,0,0,0,0,0,0,0,0,131,0,0,0,2,77,0,32,0,0,0,0,0,2,0,2,5,"false",142,142,1,20,1,4.4375,0,638,0,0,1,0,0,1,65,0,2,0,0,0,0,0,0,70,0,0,0,0,0,1,0,66,2,"false",70,69,0.985714285714286,1,1,1,1
0,679,0,0,0,0,0,0,0,0,131,0,0,0,2,77,0,32,0,0,0,0,0,2,0,2,5,"false",142,142,1,20,1,4.4375,0,638,0,0,1,0,0,1,65,0,2,0,0,0,0,0,0,70,0,0,0,0,0,1,0,66,2,"false",70,69,0.985714285714286,1,1,1,1
0,679,0,0,0,0,0,0,0,0,131,0,0,0,2,77,0,32,0,0,0,0,0,2,0,2,5,"false",142,142,1,20,1,4.4375,0,638,0,0,1,0,0,1,65,0,2,0,0,0,0,0,0,70,0,0,0,0,0,1,0,66,2,"false",70,69,0.985714285714286,1,1,1,1
0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,"false",5,5,1,5,5,5,0,79,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,2,"false",8,8,1,1,1,1,1
0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,"false",5,5,1,5,5,5,0,79,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,2,"false",8,8,1,1,1,1,1
0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,"false",5,5,1,5,5,5,0,79,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,2,"false",8,8,1,1,1,1,1
0,37,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0,5,0,0,0,0,0,3,0,1,0,"false",7,5,0.6,3,1,1.33333333333333,0,64,0,12,1,0,0,1,2,0,7,0,0,0,1,0,0,7,0,0,0,0,0,2,0,4,2,"false",9,8,0.857142857142857,2,1,1.28571428571429,1
0,147,0,0,0,0,0,0,0,0,21,0,0,0,0,18,0,9,0,0,0,0,0,1,0,4,5,"false",41,41,1,12,2,4.875,0,15,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,"false",2,2,1,1,1,1,0
0,88,0,0,0,0,0,0,0,0,6,0,0,0,2,9,0,6,0,0,0,0,0,2,0,2,3,"false",19,19,1,5,1,2.5,0,30,0,4,1,0,0,0,2,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,"false",3,2,0.666666666666667,1,1,1,0
0,1079,0,0,3,0,0,0,0,0,190,0,0,0,3,139,0,54,2,0,0,0,0,21,0,5,22,"false",243,234,0.907407407407407,33,1,5,0,954,0,42,1,0,0,1,130,0,28,0,0,0,0,6,0,142,0,0,0,0,0,7,0,136,6,"false",156,155,0.992957746478873,8,1,1.05673758865248,0
0,328,0,0,5,0,0,0,0,0,60,0,0,0,0,29,0,18,3,0,0,2,0,16,0,7,11,"false",63,54,0.555555555555556,9,1,3.28571428571429,0,342,0,18,2,0,0,1,51,0,8,0,0,0,0,0,0,56,0,0,0,0,0,4,0,53,19,"false",56,54,0.964285714285714,1,1,1,0
0,328,0,0,5,0,0,0,0,0,60,0,0,0,0,29,0,18,3,0,0,2,0,16,0,7,11,"false",63,54,0.555555555555556,9,1,3.28571428571429,0,342,0,18,2,0,0,1,51,0,8,0,0,0,0,0,0,56,0,0,0,0,0,4,0,53,19,"false",56,54,0.964285714285714,1,1,1,0
0,390,0,0,5,0,0,0,0,0,65,0,0,0,0,23,0,22,0,0,0,0,0,5,0,2,13,"false",63,58,0.772727272727273,5,1,2.71428571428571,0,243,0,0,1,0,0,1,36,0,5,0,0,0,0,1,0,40,0,0,0,0,0,0,0,38,7,"false",42,41,0.975,2,1,1.025,1
